date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:53:20	9191/9191	---MCZ	200	added ('OK')	text/html	etag:%226e13dc7b12792eade7dfe6a5044f326b-ssl-df%22	https://www.felixcloutier.com/x86/addpd	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/addpd.html	(from https://www.felixcloutier.com/x86/)
01:53:20	9625/9625	---MCZ	200	added ('OK')	text/html	etag:%225e4845c430da0dc6e7be9ede462fc4c3-ssl-df%22	https://www.felixcloutier.com/x86/addps	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/addps.html	(from https://www.felixcloutier.com/x86/)
01:53:20	6134/6134	---MCZ	200	added ('OK')	text/html	etag:%225615fa0b727239b0218ae9e2cda2b19f-ssl-df%22	https://www.felixcloutier.com/x86/addsd	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/addsd.html	(from https://www.felixcloutier.com/x86/)
01:53:21	6201/6201	---MCZ	200	added ('OK')	text/html	etag:%2230a24fb0c424660d5fb8e1aa90a1e61f-ssl-df%22	https://www.felixcloutier.com/x86/addss	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/addss.html	(from https://www.felixcloutier.com/x86/)
01:53:21	9664/9664	---MCZ	200	added ('OK')	text/html	etag:%22b1b7b52ca9eac789ac76f08f0029d969-ssl-df%22	https://www.felixcloutier.com/x86/addsubpd	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/addsubpd.html	(from https://www.felixcloutier.com/x86/)
01:53:21	13358/13358	---MCZ	200	added ('OK')	text/html	etag:%22227558d24a5a264e87ee1eaf417b38a7-ssl-df%22	https://www.felixcloutier.com/x86/addsubps	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/addsubps.html	(from https://www.felixcloutier.com/x86/)
01:53:21	7337/7337	---MCZ	200	added ('OK')	text/html	etag:%22e019390dbd805e56318dae0fb54ef83e-ssl-df%22	https://www.felixcloutier.com/x86/adox	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/adox.html	(from https://www.felixcloutier.com/x86/)
01:53:22	6739/6739	---MCZ	200	added ('OK')	text/html	etag:%221594d826e5d0b395fbdb255459722961-ssl-df%22	https://www.felixcloutier.com/x86/aesdec	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesdec.html	(from https://www.felixcloutier.com/x86/)
01:53:22	4891/4891	---MCZ	200	added ('OK')	text/html	etag:%2277ba9a27b881dc9266c9abc4585f279d-ssl-df%22	https://www.felixcloutier.com/x86/aesdec128kl	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesdec128kl.html	(from https://www.felixcloutier.com/x86/)
01:53:22	4889/4889	---MCZ	200	added ('OK')	text/html	etag:%228fe95510ccbbb090538a9846a20f851a-ssl-df%22	https://www.felixcloutier.com/x86/aesdec256kl	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesdec256kl.html	(from https://www.felixcloutier.com/x86/)
01:53:23	6622/6622	---MCZ	200	added ('OK')	text/html	etag:%2229eb67958a0b9bab0286bed4c1fc681c-ssl-df%22	https://www.felixcloutier.com/x86/aesdeclast	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesdeclast.html	(from https://www.felixcloutier.com/x86/)
01:53:23	5517/5517	---MCZ	200	added ('OK')	text/html	etag:%22225a0b875f3b85623c8e29d856bd78b0-ssl-df%22	https://www.felixcloutier.com/x86/aesdecwide128kl	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesdecwide128kl.html	(from https://www.felixcloutier.com/x86/)
01:53:23	5480/5480	---MCZ	200	added ('OK')	text/html	etag:%22fe3c1aecb62190ee345ba87cdf99cd62-ssl-df%22	https://www.felixcloutier.com/x86/aesdecwide256kl	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesdecwide256kl.html	(from https://www.felixcloutier.com/x86/)
01:53:24	6531/6531	---MCZ	200	added ('OK')	text/html	etag:%226c52f1ccf1a16a79e4d2e078e07595ad-ssl-df%22	https://www.felixcloutier.com/x86/aesenc	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesenc.html	(from https://www.felixcloutier.com/x86/)
01:53:24	4904/4904	---MCZ	200	added ('OK')	text/html	etag:%22151bcc1451c5a2e0bac2737f947d1b31-ssl-df%22	https://www.felixcloutier.com/x86/aesenc128kl	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesenc128kl.html	(from https://www.felixcloutier.com/x86/)
01:53:24	4923/4923	---MCZ	200	added ('OK')	text/html	etag:%22073df50c32ac80882fcc584848fbd204-ssl-df%22	https://www.felixcloutier.com/x86/aesenc256kl	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesenc256kl.html	(from https://www.felixcloutier.com/x86/)
01:53:25	6345/6345	---MCZ	200	added ('OK')	text/html	etag:%22036a528a9fa904c96aa182329f65fcee-ssl-df%22	https://www.felixcloutier.com/x86/aesenclast	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesenclast.html	(from https://www.felixcloutier.com/x86/)
01:53:25	5520/5520	---MCZ	200	added ('OK')	text/html	etag:%22694a9c418644df403cecd70eaecc2492-ssl-df%22	https://www.felixcloutier.com/x86/aesencwide128kl	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesencwide128kl.html	(from https://www.felixcloutier.com/x86/)
01:53:25	5542/5542	---MCZ	200	added ('OK')	text/html	etag:%22cce7ee1f9c010280735c01293e33d49b-ssl-df%22	https://www.felixcloutier.com/x86/aesencwide256kl	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesencwide256kl.html	(from https://www.felixcloutier.com/x86/)
01:53:26	3960/3960	---MCZ	200	added ('OK')	text/html	etag:%22bae4162e21d58c2316b2254b41fd1a14-ssl-df%22	https://www.felixcloutier.com/x86/aesimc	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aesimc.html	(from https://www.felixcloutier.com/x86/)
01:53:26	4672/4672	---MCZ	200	added ('OK')	text/html	etag:%22b5073ab5f078b9d0100df0e902786d5a-ssl-df%22	https://www.felixcloutier.com/x86/aeskeygenassist	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/aeskeygenassist.html	(from https://www.felixcloutier.com/x86/)
01:53:26	9005/9005	---MCZ	200	added ('OK')	text/html	etag:%2241a2177bb2f5ba8b31465f17d954d82e-ssl-df%22	https://www.felixcloutier.com/x86/and	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/and.html	(from https://www.felixcloutier.com/x86/)
01:53:27	3449/3449	---MCZ	200	added ('OK')	text/html	etag:%2285d5ed7382566f557acd232771fa83b7-ssl-df%22	https://www.felixcloutier.com/x86/andn	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/andn.html	(from https://www.felixcloutier.com/x86/)
01:53:27	8240/8240	---MCZ	200	added ('OK')	text/html	etag:%225f77cfe822e56e4dec18a521a549d6e9-ssl-df%22	https://www.felixcloutier.com/x86/andnpd	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/andnpd.html	(from https://www.felixcloutier.com/x86/)
01:53:27	8669/8669	---MCZ	200	added ('OK')	text/html	etag:%2282c3a60fb20a4e6e8c869a934fc1959c-ssl-df%22	https://www.felixcloutier.com/x86/andnps	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/andnps.html	(from https://www.felixcloutier.com/x86/)
01:53:28	8092/8092	---MCZ	200	added ('OK')	text/html	etag:%22295547aaa7765b3ac01b062d2fb15330-ssl-df%22	https://www.felixcloutier.com/x86/andpd	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/andpd.html	(from https://www.felixcloutier.com/x86/)
01:53:28	8466/8466	---MCZ	200	added ('OK')	text/html	etag:%2251522f038ec308ed1e4e80b0a4fbfe20-ssl-df%22	https://www.felixcloutier.com/x86/andps	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/andps.html	(from https://www.felixcloutier.com/x86/)
01:53:28	6198/6198	---MCZ	200	added ('OK')	text/html	etag:%22f2632cce71b71971157111ee7c739c89-ssl-df%22	https://www.felixcloutier.com/x86/arpl	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/arpl.html	(from https://www.felixcloutier.com/x86/)
01:53:28	4430/4430	---MCZ	200	added ('OK')	text/html	etag:%22de190dacf3eaf6ccb185e4b7bb92005a-ssl-df%22	https://www.felixcloutier.com/x86/bextr	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bextr.html	(from https://www.felixcloutier.com/x86/)
01:53:29	5990/5990	---MCZ	200	added ('OK')	text/html	etag:%22854bacc1752de81c79c56abb00dd1c18-ssl-df%22	https://www.felixcloutier.com/x86/blendpd	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/blendpd.html	(from https://www.felixcloutier.com/x86/)
01:53:29	6710/6710	---MCZ	200	added ('OK')	text/html	etag:%220644089b8acb7d0d94f414f8da1ab623-ssl-df%22	https://www.felixcloutier.com/x86/blendps	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/blendps.html	(from https://www.felixcloutier.com/x86/)
01:53:29	7046/7046	---MCZ	200	added ('OK')	text/html	etag:%22ccfd4ac2fc8c40ca325ad8239335098b-ssl-df%22	https://www.felixcloutier.com/x86/blendvpd	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/blendvpd.html	(from https://www.felixcloutier.com/x86/)
01:53:30	7788/7788	---MCZ	200	added ('OK')	text/html	etag:%22b949b7da8542d3caafd4ab93b22a8a34-ssl-df%22	https://www.felixcloutier.com/x86/blendvps	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/blendvps.html	(from https://www.felixcloutier.com/x86/)
01:53:30	3682/3682	---MCZ	200	added ('OK')	text/html	etag:%22b6f24b622f3e9b5ecf4ae9ad6c0eb052-ssl-df%22	https://www.felixcloutier.com/x86/blsi	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/blsi.html	(from https://www.felixcloutier.com/x86/)
01:53:30	3679/3679	---MCZ	200	added ('OK')	text/html	etag:%228fd7606d41dc3c4046641591b3a2ae23-ssl-df%22	https://www.felixcloutier.com/x86/blsmsk	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/blsmsk.html	(from https://www.felixcloutier.com/x86/)
01:53:31	3673/3673	---MCZ	200	added ('OK')	text/html	etag:%2269aeb1d3a268291e3ae6f8f6234f10b3-ssl-df%22	https://www.felixcloutier.com/x86/blsr	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/blsr.html	(from https://www.felixcloutier.com/x86/)
01:53:31	4888/4888	---MCZ	200	added ('OK')	text/html	etag:%22e46c666afa4d76288ddd15d16a7a38e4-ssl-df%22	https://www.felixcloutier.com/x86/bndcl	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bndcl.html	(from https://www.felixcloutier.com/x86/)
01:53:31	6094/6094	---MCZ	200	added ('OK')	text/html	etag:%2235f516a8c49d4e4483cfc55d35b89d68-ssl-df%22	https://www.felixcloutier.com/x86/bndcu:bndcn	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bndcu_bndcn.html	(from https://www.felixcloutier.com/x86/)
01:53:31	8321/8321	---MCZ	200	added ('OK')	text/html	etag:%2205ebf325347a41c551fb10782d4ea78e-ssl-df%22	https://www.felixcloutier.com/x86/bndldx	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bndldx.html	(from https://www.felixcloutier.com/x86/)
01:53:32	5201/5201	---MCZ	200	added ('OK')	text/html	etag:%220dbac2bbcd5c0ab0c338f265aca6494d-ssl-df%22	https://www.felixcloutier.com/x86/bndmk	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bndmk.html	(from https://www.felixcloutier.com/x86/)
01:53:32	19826/19826	---MCZ	200	added ('OK')	text/html	etag:%2243d623a96b338bc330f647fac9d5d06f-ssl-df%22	https://www.felixcloutier.com/x86/bndmov	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bndmov.html	(from https://www.felixcloutier.com/x86/)
01:53:32	7960/7960	---MCZ	200	added ('OK')	text/html	etag:%22eaec456f6500f860a47895b430a17926-ssl-df%22	https://www.felixcloutier.com/x86/bndstx	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bndstx.html	(from https://www.felixcloutier.com/x86/)
01:53:33	6516/6516	---MCZ	200	added ('OK')	text/html	etag:%2201f8ccf90af7cf6168b47ac6265de58f-ssl-df%22	https://www.felixcloutier.com/x86/bound	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bound.html	(from https://www.felixcloutier.com/x86/)
01:53:33	6014/6014	---MCZ	200	added ('OK')	text/html	etag:%2225aa3fd53e24dc89d9b4b4dadfdfa273-ssl-df%22	https://www.felixcloutier.com/x86/bsf	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bsf.html	(from https://www.felixcloutier.com/x86/)
01:53:33	6021/6021	---MCZ	200	added ('OK')	text/html	etag:%224a6732d063f04a57f528ed41900ef214-ssl-df%22	https://www.felixcloutier.com/x86/bsr	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bsr.html	(from https://www.felixcloutier.com/x86/)
01:53:34	3956/3956	---MCZ	200	added ('OK')	text/html	etag:%2221b54ed2ead6b0a7892ff5458557a9c9-ssl-df%22	https://www.felixcloutier.com/x86/bswap	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bswap.html	(from https://www.felixcloutier.com/x86/)
01:53:34	8176/8176	---MCZ	200	added ('OK')	text/html	etag:%22e8416a6f2193cc84e5f9548de9b24a19-ssl-df%22	https://www.felixcloutier.com/x86/bt	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bt.html	(from https://www.felixcloutier.com/x86/)
01:53:34	7733/7733	---MCZ	200	added ('OK')	text/html	etag:%22c3290a37e72a8648bf20b19a3fba2f65-ssl-df%22	https://www.felixcloutier.com/x86/btc	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/btc.html	(from https://www.felixcloutier.com/x86/)
01:53:35	7662/7662	---MCZ	200	added ('OK')	text/html	etag:%22ab341f574b407293c02a00b0ec1c3617-ssl-df%22	https://www.felixcloutier.com/x86/btr	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/btr.html	(from https://www.felixcloutier.com/x86/)
01:53:35	7634/7634	---MCZ	200	added ('OK')	text/html	etag:%22ce7af56f6653287c906e543587f61565-ssl-df%22	https://www.felixcloutier.com/x86/bts	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bts.html	(from https://www.felixcloutier.com/x86/)
01:53:35	4073/4073	---MCZ	200	added ('OK')	text/html	etag:%22a0c2ecff168e86b46f6b60a079c1bf96-ssl-df%22	https://www.felixcloutier.com/x86/bzhi	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/bzhi.html	(from https://www.felixcloutier.com/x86/)
01:53:36	54883/54883	---MCZ	200	added ('OK')	text/html	etag:%22a53e46fbe4e86c0347cb8b7a3f6a2711-ssl-df%22	https://www.felixcloutier.com/x86/call	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/call.html	(from https://www.felixcloutier.com/x86/)
01:53:36	3737/3737	---MCZ	200	added ('OK')	text/html	etag:%22808c9a4e4ec2ec9b7f34d725bfc059d5-ssl-df%22	https://www.felixcloutier.com/x86/cbw:cwde:cdqe	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cbw_cwde_cdqe.html	(from https://www.felixcloutier.com/x86/)
01:53:36	4305/4305	---MCZ	200	added ('OK')	text/html	etag:%22003e9ab622b8d487b7708b0c9662a39d-ssl-df%22	https://www.felixcloutier.com/x86/cwd:cdq:cqo	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cwd_cdq_cqo.html	(from https://www.felixcloutier.com/x86/)
01:53:36	3946/3946	---M-Z	200	added ('OK')	text/html	etag:%22d9bc68516fafb111f544cbaca0227b06-ssl-df%22	https://www.felixcloutier.com/x86/clac	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/clac.html	(from https://www.felixcloutier.com/x86/)
01:53:37	2197/2197	---M-Z	200	added ('OK')	text/html	etag:%228ece398b1caa918409ab2572bcc726ff-ssl-df%22	https://www.felixcloutier.com/x86/clc	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/clc.html	(from https://www.felixcloutier.com/x86/)
01:53:37	2305/2305	---M-Z	200	added ('OK')	text/html	etag:%226cf10e753f5608dc3cc9b56118731ca9-ssl-df%22	https://www.felixcloutier.com/x86/cld	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cld.html	(from https://www.felixcloutier.com/x86/)
01:53:37	6249/6249	---MCZ	200	added ('OK')	text/html	etag:%224e114df80eca393a918ec9a8caaa3114-ssl-df%22	https://www.felixcloutier.com/x86/cldemote	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cldemote.html	(from https://www.felixcloutier.com/x86/)
01:53:38	7350/7350	---MCZ	200	added ('OK')	text/html	etag:%227c7ed7cf62c1ce0232b005637c5b1b13-ssl-df%22	https://www.felixcloutier.com/x86/clflush	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/clflush.html	(from https://www.felixcloutier.com/x86/)
01:53:38	7154/7154	---MCZ	200	added ('OK')	text/html	etag:%22f835408617c9da642d3c2ce5642037c7-ssl-df%22	https://www.felixcloutier.com/x86/clflushopt	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/clflushopt.html	(from https://www.felixcloutier.com/x86/)
01:53:38	5700/5700	---MCZ	200	added ('OK')	text/html	etag:%2211fb6c6995880dfb4faef50af96f99ce-ssl-df%22	https://www.felixcloutier.com/x86/cli	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cli.html	(from https://www.felixcloutier.com/x86/)
01:53:39	5476/5476	---MCZ	200	added ('OK')	text/html	etag:%22af9f72e00f49669a19cf4428050cb614-ssl-df%22	https://www.felixcloutier.com/x86/clrssbsy	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/clrssbsy.html	(from https://www.felixcloutier.com/x86/)
01:53:39	4272/4272	---MCZ	200	added ('OK')	text/html	etag:%2294fc90b173a1955a150351694931be71-ssl-df%22	https://www.felixcloutier.com/x86/clts	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/clts.html	(from https://www.felixcloutier.com/x86/)
01:53:39	3751/3751	---MCZ	200	added ('OK')	text/html	etag:%22f84b3cadb60b42a934ac23fac88007d3-ssl-df%22	https://www.felixcloutier.com/x86/clui	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/clui.html	(from https://www.felixcloutier.com/x86/)
01:53:40	7596/7596	---MCZ	200	added ('OK')	text/html	etag:%22afc2a7bad5bbcd407fe9872b4344425f-ssl-df%22	https://www.felixcloutier.com/x86/clwb	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/clwb.html	(from https://www.felixcloutier.com/x86/)
01:53:40	2311/2311	---MCZ	200	added ('OK')	text/html	etag:%22aa6ddfc723309768423b2f198223ad44-ssl-df%22	https://www.felixcloutier.com/x86/cmc	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cmc.html	(from https://www.felixcloutier.com/x86/)
01:53:40	19282/19282	---MCZ	200	added ('OK')	text/html	etag:%22cc598ce340f64568c9900f98f44a2d2a-ssl-df%22	https://www.felixcloutier.com/x86/cmovcc	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cmovcc.html	(from https://www.felixcloutier.com/x86/)
01:53:40	8981/8981	---MCZ	200	added ('OK')	text/html	etag:%22365b9f33de82262d76b61d08908b55fe-ssl-df%22	https://www.felixcloutier.com/x86/cmp	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cmp.html	(from https://www.felixcloutier.com/x86/)
01:53:41	24127/24127	---MCZ	200	added ('OK')	text/html	etag:%22cdad8a6d6a4a7573f27898efa02989ac-ssl-df%22	https://www.felixcloutier.com/x86/cmppd	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cmppd.html	(from https://www.felixcloutier.com/x86/)
01:53:41	19474/19474	---MCZ	200	added ('OK')	text/html	etag:%22daa82dc600f5bd4d5d4f9d15d6a1653f-ssl-df%22	https://www.felixcloutier.com/x86/cmpps	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cmpps.html	(from https://www.felixcloutier.com/x86/)
01:53:42	12406/12406	---MCZ	200	added ('OK')	text/html	etag:%221e3066b0d7732cc75ba12e0b7a6406d9-ssl-df%22	https://www.felixcloutier.com/x86/cmps:cmpsb:cmpsw:cmpsd:cmpsq	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cmps_cmpsb_cmpsw_cmpsd_cmpsq.html	(from https://www.felixcloutier.com/x86/)
01:53:42	15136/15136	---MCZ	200	added ('OK')	text/html	etag:%2247836684790dd6d9a4de7acd11ce67d8-ssl-df%22	https://www.felixcloutier.com/x86/cmpsd	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cmpsd.html	(from https://www.felixcloutier.com/x86/)
01:53:42	15081/15081	---MCZ	200	added ('OK')	text/html	etag:%22d87d0a0cfc89255ecbfb9ed4db6fb273-ssl-df%22	https://www.felixcloutier.com/x86/cmpss	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cmpss.html	(from https://www.felixcloutier.com/x86/)
01:53:42	7864/7864	---MCZ	200	added ('OK')	text/html	etag:%229f16f73b5a1850be9be7c2a28e97ee63-ssl-df%22	https://www.felixcloutier.com/x86/cmpxchg	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cmpxchg.html	(from https://www.felixcloutier.com/x86/)
01:53:43	7944/7944	---MCZ	200	added ('OK')	text/html	etag:%22a90fc27f6a30d329612b0905d38f0796-ssl-df%22	https://www.felixcloutier.com/x86/cmpxchg8b:cmpxchg16b	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cmpxchg8b_cmpxchg16b.html	(from https://www.felixcloutier.com/x86/)
01:53:43	5462/5462	---MCZ	200	added ('OK')	text/html	etag:%2228d09cf131eac5c04e5f7ca1ea97fb5c-ssl-df%22	https://www.felixcloutier.com/x86/comisd	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/comisd.html	(from https://www.felixcloutier.com/x86/)
01:53:43	5448/5448	---MCZ	200	added ('OK')	text/html	etag:%22482c1a68f2fb4bf1357854a1112c222e-ssl-df%22	https://www.felixcloutier.com/x86/comiss	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/comiss.html	(from https://www.felixcloutier.com/x86/)
01:53:44	190779/190779	---MCZ	200	added ('OK')	text/html	etag:%22b4c85612f1dab40d7e530a0edd4582dc-ssl-df%22	https://www.felixcloutier.com/x86/cpuid	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/cpuid.html	(from https://www.felixcloutier.com/x86/)
01:53:44	9904/9904	---MCZ	200	added ('OK')	text/html	etag:%227a838014353b49b578a3f5ab0b3cf1cf-ssl-df%22	https://www.felixcloutier.com/x86/crc32	D:/websites/felixcloutier/felixcloutier/www.felixcloutier.com/x86/crc32.html	(from https://www.felixcloutier.com/x86/)
